Julian Day,Rainfall,Tmax,Tmin,Tavg,Biomass,Radiation
175,0,0,0,0,0,0
176,0,0,0,0,0,0
177,0,0,0,0,0,0
178,0,0,0,0,0,0
179,0,0,0,0,0,0
180,0,0,0,0,0,0
181,0,0,0,0,0,0
182,0,0,0,0,0,0
183,0,0,0,0,0,0
184,0,0,0,0,0,0
185,0,0,0,0,0,0
186,0,0,0,0,0,0
187,0,0,0,0,0,0
188,0,0,0,0,0,0
189,0,0,0,0,0,0
190,0,0,0,0,0,0
191,0,0,0,0,0,0
192,0,0,0,0,0,0
193,0,0,0,0,0,0
194,0,0,0,0,0,0
195,0,0,0,0,0,0
196,0,0,0,0,0,0
197,0,0,0,0,0,0
198,0,0,0,0,0,0
199,0,0,0,0,0,0
200,0,0,0,0,0,0
201,0,0,0,0,0,0
202,0,0,0,0,0,0
203,0,0,0,0,0,0
204,0,0,0,0,0,0
205,0,0,0,0,0,0
206,0,0,0,0,0,0
207,0,0,0,0,0,0
208,0,0,0,0,0,0
209,0,0,0,0,0,0
210,0,0,0,0,0,0
211,0,0,0,0,0,0
212,0,0,0,0,0,0
213,0,0,0,0,0,0
214,0,0,0,0,0,0
215,0,0,0,0,0,0
216,0,0,0,0,0,0
217,0,0,0,0,0,0
218,0,0,0,0,0,0
219,0,0,0,0,0,0
220,0,0,0,0,0,0
221,0,0,0,0,0,0
222,0,0,0,0,0,0
223,0,0,0,0,0,0
224,0,0,0,0,0,0
225,0,0,0,0,0,0
226,0,0,0,0,0,0
227,0,0,0,0,0,0
228,0,0,0,0,0,0
229,0,0,0,0,0,0
230,0,0,0,0,0,0
231,0,0,0,0,0,0
232,0,0,0,0,0,0
233,0,0,0,0,0,0
234,0,0,0,0,0,0
235,0,0,0,0,0,0
236,0,0,0,0,0,0
237,0,0,0,0,0,0
238,0,0,0,0,0,0
239,0,0,0,0,0,0
240,0,0,0,0,0,0
241,0,0,0,0,0,0
242,0,0,0,0,0,0
243,0,0,0,0,0,0
244,0,0,0,0,0,0
245,0,0,0,0,0,0
246,0,0,0,0,0,0
247,0,0,0,0,0,0
248,0,0,0,0,0,0
249,0,0,0,0,0,0
250,0,0,0,0,0,0
251,0,0,0,0,0,0
252,0,0,0,0,0,0
253,0,0,0,0,0,0
254,0,0,0,0,0,0
255,0,0,0,0,0,0
256,0,0,0,0,0,0
257,0,0,0,0,0,0
258,0,0,0,0,0,0
259,0,0,0,0,0,0
260,0,0,0,0,0,0
261,0,0,0,0,0,0
262,0,0,0,0,0,0
263,0,0,0,0,0,0
264,0,0,0,0,0,0
265,0,0,0,0,0,0
266,0,0,0,0,0,0
267,0,0,0,0,0,0
268,0,0,0,0,0,0
269,0,0,0,0,0,0
270,0,0,0,0,0,0
271,0,0,0,0,0,0
272,0,0,0,0,0,0
273,0,0,0,0,0,0
274,1.016,17.78,2.22,10,0,13.16
275,0,21.67,3.33,12.5,0,13.04
276,0,25,11.11,18.06,0,12.08
277,25.654,22.22,9.44,15.83,0,12.07
278,0,16.11,1.67,8.89,0,12.47
279,0,14.44,2.22,8.33,0,11.63
280,0,16.67,3.33,10,0,11.76
281,0,20.56,6.67,13.61,0,10.71
282,0,21.67,8.33,15,0,11.01
283,0,8.89,0,4.44,0,11.12
284,2.794,8.89,0,4.44,0,11.48
285,5.334,5.56,-6.11,-0.28,0,10.64
286,0,0.56,-6.11,-2.78,0,10.9
287,0.705555556,3.33,-2.78,0.28,0,10.78
288,0.201587302,6.67,-5.56,0.56,0,10.64
289,0,13.33,-4.44,4.44,0,10.65
290,22.352,9.44,7.78,8.61,0,10.31
291,0.254,11.67,2.78,7.22,0,9.42
292,3.991428571,3.89,1.67,2.78,0,9.6
293,0,3.33,-1.67,0.83,0,9.08
294,0,6.11,0,3.06,0,8.83
295,0,5.56,-5,0.28,0,8.67
296,0,3.33,-2.78,0.28,0,7.9
297,0.508,3.89,-5,-0.56,0,8.47
298,0.362857143,6.11,-5,0.56,0,8.96
299,0,8.89,-2.78,3.06,0,9.02
300,0,6.11,-1.67,2.22,0,8.56
301,0,11.67,-1.67,5,0,9.34
302,0,8.89,-3.33,2.78,0,8.69
303,0,10.56,-2.78,3.89,0,8.2
304,0,17.78,-1.67,8.06,0,7.12
305,0,2.22,-7.78,-2.78,0,6.91
306,0,2.22,-6.11,-1.94,0,7.66
307,0,0.56,-8.89,-4.17,0,7.18
308,0,2.22,-5,-1.39,0,7.6
309,0,6.11,-1.67,2.22,0,6.8
310,0,13.89,-0.56,6.67,0,6.63
311,0,10.56,1.67,6.11,0,7.46
312,0.508,12.22,7.22,9.72,0,6.41
313,0,19.44,7.22,13.33,0,6.86
314,0.181428571,10.56,-0.56,5,0,6.82
315,0,-0.56,-3.33,-1.94,0,7.08
316,0,0.56,-5.56,-2.5,0,6.8
317,0,3.33,-3.89,-0.28,0,6.29
318,1.411111111,1.11,0,0.56,0,6.38
319,0,1.67,-1.67,0,0,5.59
320,4.233333333,5.56,-2.22,1.67,0,6.21
321,0,2.22,-2.78,-0.28,0,6.37
322,0,3.89,-5,-0.56,0,6.1
323,0,2.22,-3.33,-0.56,0,5.82
324,0,4.44,-5,-0.28,0,5.05
325,2.116666667,5.56,-3.89,0.83,0,6
326,3.306031746,10,-1.67,4.17,0,6.18
327,0,8.89,-1.67,3.61,0,5.32
328,0,12.22,-1.67,5.28,0,5.64
329,0,11.67,0.56,6.11,0,5.82
330,0,10.56,0.56,5.56,0,4.89
331,10.16,7.22,4.44,5.83,0,4.66
332,5.334,5,2.22,3.61,0,5.6
333,6.604,12.78,1.67,7.22,0,5.1
334,0,2.78,-12.78,-5,0,5.03
335,0,-6.67,-12.78,-9.72,0,5.19
336,0,-1.67,-10,-5.83,0,5.52
337,0.508,-6.11,-12.78,-9.44,0,4.97
338,0,-7.78,-12.78,-10.28,0,5.19
339,0,-6.67,-19.44,-13.06,0,5.08
340,0,-1.67,-15.56,-8.61,0,5.38
341,0,-5,-17.78,-11.39,0,5.17
342,0,-10.56,-17.78,-14.17,0,5.02
343,0,-2.78,-13.33,-8.06,0,5
344,0,4.44,-6.67,-1.11,0,4.99
345,1.411111111,7.22,-6.11,0.56,0,5.03
346,5.29368254,3.33,-5.56,-1.11,0,4.83
347,9.224634921,6.11,-1.67,2.22,0,5.13
348,0.254,2.78,-2.22,0.28,0,4.98
349,0,8.33,0,4.17,0,4.82
350,0,0.56,-2.78,-1.11,0,5.16
351,0,3.89,-2.22,0.83,0,5.2
352,0,1.11,-6.67,-2.78,0,5.02
353,0,0.56,-8.33,-3.89,0,4.98
354,0,5,-8.33,-1.67,0,5.41
355,1.27,2.78,-1.67,0.56,0,5.52
356,12.192,0.56,-0.56,0,0,4.96
357,22.80355556,1.11,-0.56,0.28,0,4.84
358,0,0.56,-8.33,-3.89,0,5.03
359,0,3.89,-8.33,-2.22,0,5.6
360,0,-2.78,-6.11,-4.44,0,5.11
361,0,-2.78,-6.67,-4.72,0,5.17
362,0,1.67,-4.44,-1.39,0,4.5
363,0,0.56,-1.67,-0.56,0,5.09
364,1.255485714,0,-1.11,-0.56,0,4.87
365,4.148666667,1.67,0,0.83,0,5.4
1,15.18355556,2.22,-1.67,0.28,0,4.99
2,0,1.67,-6.67,-2.5,0,5
3,0,4.44,-6.67,-1.11,0,5.43
4,6.35,7.22,-2.22,2.5,0,5.86
5,0.623307937,6.11,1.67,3.89,0,5.88
6,0,4.44,-0.56,1.94,0,5.96
7,0,0.56,-3.89,-1.67,0,6.11
8,0,2.22,-8.33,-3.06,0,6.28
9,0,0,-9.44,-4.72,0,6.24
10,0,-5.56,-12.22,-8.89,0,6.68
11,0,1.11,-11.11,-5,0,5.92
12,0.362857143,5.56,-3.89,0.83,0,5.77
13,0,-3.89,-13.33,-8.61,0,6.44
14,0,-7.22,-13.33,-10.28,0,6.03
15,0,-5.56,-11.11,-8.33,0,6.69
16,0,-7.78,-17.78,-12.78,0,6.57
17,0,-10,-20,-15,0,6.46
18,0,-6.11,-19.44,-12.78,0,6.84
19,0,-5,-10,-7.5,0,6.56
20,0,-7.22,-22.22,-14.72,0,6.55
21,0,-7.78,-14.44,-11.11,0,6.52
22,0,-6.11,-12.22,-9.17,0,6.12
23,0,-5,-10.56,-7.78,0,7.25
24,0,-3.89,-12.78,-8.33,0,6.87
25,0,-5,-13.89,-9.44,0,7.02
26,0,-5.56,-13.33,-9.44,0,7.33
27,0,4.44,-6.67,-1.11,0,7.42
28,0,-4.44,-14.44,-9.44,0,7.68
29,0,-8.33,-17.78,-13.06,0,7.3
30,0,-7.78,-15,-11.39,0,8
31,0,-9.44,-19.44,-14.44,0,7.64
32,0,-9.44,-20,-14.72,0,7.52
33,0,-9.44,-21.67,-15.56,0,7.82
34,0,-16.11,-22.22,-19.17,0,7.99
35,0,-19.44,-27.78,-23.61,0,8.8
36,0,-23.33,-28.33,-25.83,0,8.46
37,0,-18.33,-27.78,-23.06,0,8.99
38,0,-15,-22.78,-18.89,0,9.43
39,0,-12.22,-21.67,-16.94,0,9.08
40,0,-10.56,-21.67,-16.11,0,9.98
41,0,-11.11,-22.22,-16.67,0,8.91
42,0,-11.67,-21.67,-16.67,0,9.73
43,0,-6.67,-16.67,-11.67,0,10.07
44,0,-6.67,-15.56,-11.11,0,8.47
45,0,-10,-19.44,-14.72,0,9.26
46,0,-9.44,-20,-14.72,0,9.78
47,0,-9.44,-20.56,-15,0,10.42
48,0,-6.11,-20,-13.06,0,10.89
49,0,-3.33,-16.67,-10,0,8.8
50,0,-6.67,-15,-10.83,0,9.63
51,0,4.44,-9.44,-2.5,0,10.49
52,0,5,-6.67,-0.83,0,10.06
53,7.055555556,10,-4.44,2.78,0,10.41
54,0,0.56,-8.89,-4.17,0,10.11
55,0,-3.33,-8.33,-5.83,0,10.04
56,0,-3.89,-6.67,-5.28,0,11.8
57,0,-1.67,-4.44,-3.06,0,11.31
58,0,-1.67,-5.56,-3.61,0,11.13
59,0,-0.56,-5,-2.78,0,11.88
60,0,0,-3.33,-1.67,0,11.6
61,0,-2.22,-3.33,-2.78,0,11.27
62,0,0,-10,-5,0,11.39
63,0,-5,-16.67,-10.83,0,10.19
64,0,-1.67,-12.22,-6.94,0,11.2
65,0,-6.67,-20,-13.33,0,12.78
66,0,-10.56,-15.56,-13.06,0,13.07
67,0,-5,-17.22,-11.11,0,11.39
68,0,-2.22,-11.67,-6.94,0,12.29
69,6.35,7.78,-2.78,2.5,0,13.81
70,0,7.22,-7.22,0,0,12.81
71,47.70280937,8.33,-6.67,0.83,0,12.69
72,3.226206506,11.67,1.67,6.67,0,11.37
73,0,15.56,2.78,9.17,0,13.16
74,0,5.56,-4.44,0.56,0,12.72
75,0,-1.11,-7.78,-4.44,0,14.37
76,0,1.11,-7.78,-3.33,0,13.24
77,0,3.33,-6.11,-1.39,0,12.58
78,0,5,-5.56,-0.28,0,12.28
79,0,7.22,-7.78,-0.28,0,13.34
80,0,2.78,-7.78,-2.5,0,15
81,15.38514286,13.33,1.11,7.22,0,14.93
82,0,10.56,1.11,5.83,0,16.43
83,0,16.11,1.67,8.89,0,14.3
84,2.794,16.11,6.11,11.11,0,14.6
85,2.54,23.89,10,16.94,0,15.7
86,0,26.11,9.44,17.78,0,14.98
87,0.508,17.78,3.33,10.56,0,12.68
88,0,7.22,3.33,5.28,0,14.02
89,0,10,3.89,6.94,0,15.9
90,3.556,7.78,2.22,5,0,14.61
91,18.796,10,3.33,6.67,0,13.34
92,4.318,6.67,2.22,4.44,0,14.59
93,0.254,10.56,2.78,6.67,0,13.82
94,3.556,5,-7.78,-1.39,0,15.27
95,0,-2.78,-9.44,-6.11,0,14.68
96,0,1.11,-8.89,-3.89,0,17.01
97,0,-2.22,-8.89,-5.56,0,16.53
98,0,-2.22,-8.89,-5.56,0,14.88
99,0,2.78,-6.67,-1.94,0,17.48
100,0,4.44,-5.56,-0.56,0,17.06
101,1.632857143,6.11,-3.33,1.39,0,15.88
102,0,-1.11,-2.78,-1.94,0,15.5
103,4.717142857,7.22,-2.78,2.22,0,18.07
104,0,11.11,-2.78,4.17,0,17.31
105,0,13.33,-0.56,6.39,0,18.09
106,0,15.56,-1.67,6.94,0,15.76
107,0.762,18.89,2.22,10.56,0,18.61
108,0,16.11,1.11,8.61,0,17.03
109,0,15.56,2.78,9.17,0,16.01
110,0,17.22,4.44,10.83,0,14.82
111,0,20,7.22,13.61,0,16.51
112,0,23.89,10,16.94,0,16.88
113,4.826,26.67,10,18.33,0,17.74
114,0,20,5.56,12.78,0,19.92
115,0,15,5.56,10.28,0,19.83
116,0.254,13.33,4.44,8.89,0,19.92
117,10.414,8.89,2.78,5.83,0,18.36
118,0,18.33,5,11.67,0,18.56
119,0,21.67,8.89,15.28,0,18.2
120,0,26.67,7.22,16.94,0,17.57
121,31.75,19.44,7.22,13.33,85,19.52
122,0,21.67,4.44,13.06,170,19.26
123,0,17.78,5,11.39,255,21.29
124,0,17.78,6.11,11.94,340,20.2
125,4.572,20,7.78,13.89,425,19.1
126,0.254,16.11,6.67,11.39,510,20.08
127,0,17.22,8.33,12.78,595,17.61
128,0.254,21.67,11.67,16.67,680,18.58
129,6.604,25,12.22,18.61,765,20.89
130,0,26.11,10.56,18.33,850,21.29
131,0,28.33,12.22,20.28,935,17.64
132,0,21.67,8.33,15,1020,19.98
133,0.254,19.44,7.22,13.33,1105,19.57
134,6.35,16.11,5.56,10.83,1190,18.48
135,0,30,16.11,23.06,1275,19.9
136,0,16.67,2.22,9.44,1360,20.84
137,0.254,13.33,1.67,7.5,1445,20.34
138,0,17.78,3.33,10.56,1530,19.56
139,0,21.11,8.33,14.72,1615,21.51
140,0.508,23.33,3.89,13.61,1700,22.4
141,0,13.33,4.44,8.89,1785,22.53
142,0,26.11,7.78,16.94,1870,20.66
143,0,28.33,15,21.67,1955,19.97
144,46.736,26.67,15.56,21.11,2040,21.09
145,7.874,25,5,15,2125,21.44
146,0,18.89,7.78,13.33,2210,22.32
147,2.032,16.67,7.22,11.94,2295,21.09
148,0,18.33,6.67,12.5,2380,19.99
149,0,22.78,11.11,16.94,2465,20.99
150,9.144,27.22,16.67,21.94,2550,21.18
151,3.048,27.22,17.22,22.22,2635,21.52
152,0.254,23.33,12.78,18.06,2720,22.94
153,2.286,25.56,16.11,20.83,2805,22.1
154,2.286,23.33,13.89,18.61,2890,23.39
155,9.398,19.44,13.89,16.67,2975,22.28
156,0.762,21.67,7.78,14.72,3060,21.31
157,0,18.33,7.78,13.06,3145,22
158,5.588,20.56,10.56,15.56,3230,22.09
159,19.558,25,11.67,18.33,3315,23.81
160,0,20,7.22,13.61,3400,21.76
161,0,23.89,12.78,18.33,3485,23.47
162,0,26.67,13.33,20,3570,20.57
163,0,28.33,13.89,21.11,3655,21.98
164,0,29.44,13.33,21.39,3740,23.39
165,0,28.33,15,21.67,3825,21.66
166,0,29.44,16.67,23.06,3910,20.88
167,1.778,30.56,18.89,24.72,3995,21.88
168,2.032,27.22,16.11,21.67,4080,23.37
169,0,28.89,19.44,24.17,4165,21.61
170,24.384,27.78,13.33,20.56,4250,23.11
171,0,22.78,9.44,16.11,4335,23.37
172,0,28.33,15.56,21.94,4420,22.98
173,0,25,11.67,18.33,4505,22.42
174,0,25,10.56,17.78,4590,22.9
175,0,26.67,13.33,20,4675,23.07
176,0,27.78,15,21.39,4760,23.44
177,0,27.78,18.33,23.06,4845,24.17
178,0.508,31.67,18.89,25.28,4930,24.37
179,0,27.22,14.44,20.83,5015,22.17
180,0,20.56,8.33,14.44,5100,22.31
181,0,24.44,10.56,17.5,5185,25.46
182,0,27.22,10.56,18.89,5270,25.37
183,0,22.78,11.67,17.22,5355,23.75
184,4.064,22.78,14.44,18.61,5440,22.23
185,18.796,26.11,16.11,21.11,5525,22.66
186,1.016,27.22,13.89,20.56,5610,24.61
187,1.27,28.33,15,21.67,5695,23.07
188,0,28.33,14.44,21.39,5780,23.47
189,0,31.11,21.67,26.39,5865,22.91
190,3.556,32.22,19.44,25.83,5950,22.13
191,0,29.44,18.33,23.89,6035,23.48
192,0.762,27.22,10.56,18.89,6120,23.64
193,1.016,22.78,10.56,16.67,6205,22.76
194,2.286,23.33,10,16.67,6290,22.49
195,1.778,22.22,13.33,17.78,6375,23.21
196,0,22.78,10,16.39,6460,23.21
197,12.446,25.56,12.78,19.17,6545,24.93
198,1.27,21.67,12.78,17.22,6630,22.4
199,0,27.78,17.78,22.78,6715,20.6
200,28.956,30.56,15.56,23.06,6800,19.96
201,0,23.33,9.44,16.39,6885,21.32
202,0,23.33,10.56,16.94,6970,21.01
203,0,25.56,12.78,19.17,7055,22.06
204,0.254,23.89,15,19.44,7140,21.88
205,0,25,16.67,20.83,7225,23.52
206,0,28.89,20,24.44,7310,21.01
207,0,30,18.89,24.44,7395,20.68
208,7.366,31.11,19.44,25.28,7480,21.11
209,0,28.89,15.56,22.22,7565,20.76
210,0,28.33,14.44,21.39,7650,21.94
211,0,29.44,15,22.22,7735,21.32
212,0,30.56,16.67,23.61,7820,21.7
213,0,30.56,17.78,24.17,7905,21.28
214,0,30.56,20.56,25.56,7990,22.63
215,0,30,11.67,20.83,8075,21.32
216,0,30,13.33,21.67,8160,19.81
217,1.27,22.22,14.44,18.33,8240,19.87
218,0,21.11,16.67,18.89,8240,20.69
219,0.762,27.78,18.89,23.33,8240,21.08
220,0,31.67,17.22,24.44,8240,20.29
221,0,28.33,17.22,22.78,8240,20.34
222,4.318,28.33,17.78,23.06,8240,20.29
223,2.54,31.67,17.22,24.44,8240,19.7
224,15.24,28.33,17.22,22.78,8240,19.86
225,0,29.44,13.33,21.39,8240,19.21
226,3.556,26.67,14.44,20.56,8240,19.97
227,0,27.78,16.67,22.22,8240,19.9
228,0,22.78,16.11,19.44,8240,19.86
229,0,26.11,11.11,18.61,8240,19.58
230,0,23.89,7.78,15.83,8240,18.51
231,22.86,15.56,11.67,13.61,8240,18.51
232,22.86,15,12.78,13.89,8240,20.06
233,22.86,16.67,15,15.83,8240,18.85
234,4.572,22.22,15.56,18.89,8240,16.66
235,0.508,23.89,18.33,21.11,8240,17.18
236,0,23.33,17.22,20.28,8240,17.52
237,0,23.89,12.78,18.33,8240,17.75
238,0,23.89,10.56,17.22,8240,17.37
239,10.414,24.44,15,19.72,8240,17.39
240,3.048,23.89,16.11,20,8240,18.28
241,25.908,31.11,18.33,24.72,0,19.17
242,0,24.44,13.33,18.89,0,17.89
243,0,23.33,9.44,16.39,0,18.11
244,0,25.56,12.78,19.17,0,18.12
245,0,25.56,12.22,18.89,0,17.78
246,0,27.22,14.44,20.83,0,18.23
247,0,28.33,15.56,21.94,0,17.28
248,0,29.44,17.78,23.61,0,17.5
249,0,30.56,18.89,24.72,0,17.33
250,1.016,26.67,18.89,22.78,0,16.58
251,1.778,23.33,10.56,16.94,0,15.8
252,0,22.78,12.22,17.5,0,16.02
253,0,20.56,8.89,14.72,0,15.89
254,8.89,11.11,7.78,9.44,0,17.88
255,0,15.56,2.22,8.89,0,15.28
256,0,16.11,5,10.56,0,14.68
257,7.874,21.67,4.44,13.06,0,14.01
258,0,10,-1.67,4.17,0,14.54
259,0,14.44,-1.11,6.67,0,14.83
260,0,17.22,6.11,11.67,0,14.6
261,0,20.56,11.11,15.83,0,14.58
262,8.382,26.11,15.56,20.83,0,13.01
263,0,22.78,8.89,15.83,0,13.33
264,0,20,10.56,15.28,0,13.53
265,12.7,28.33,7.78,18.06,0,13.32
266,0,22.22,9.44,15.83,0,13.56
267,0,26.11,15,20.56,0,13.76
268,35.814,28.89,16.67,22.78,0,13.39
269,0.254,17.78,9.44,13.61,0,13.5
270,2.032,17.78,7.78,12.78,0,14.01
271,0,20.56,7.22,13.89,0,12.6
272,0,19.44,7.78,13.61,0,13.13
273,8.89,17.78,8.89,13.33,0,13.03
274,14.986,24.44,15,19.72,0,13.16
275,0,23.89,15,19.44,0,13.04
276,21.844,19.44,8.89,14.17,0,12.08
277,0,21.11,8.89,15,0,12.07
278,0,25,9.44,17.22,0,12.47
279,10.16,27.22,17.78,22.5,0,11.63
280,0.254,28.89,18.89,23.89,0,11.76
281,4.064,28.33,19.44,23.89,0,10.71
282,9.652,23.89,7.78,15.83,0,11.01
283,0,12.22,4.44,8.33,0,11.12
284,0.254,8.89,3.89,6.39,0,11.48
285,0,12.22,1.11,6.67,0,10.64
286,0,7.78,1.67,4.72,0,10.9
287,0,15,3.33,9.17,0,10.78
288,7.112,8.33,5,6.67,0,10.64
289,14.478,11.11,6.67,8.89,0,10.65
290,7.112,16.67,8.89,12.78,0,10.31
291,23.114,18.33,8.89,13.61,0,9.42
292,8.128,19.44,9.44,14.44,0,9.6
293,1.778,11.67,5,8.33,0,9.08
294,0,21.11,5,13.06,0,8.83
295,0,21.11,6.11,13.61,0,8.67
296,0,10.56,-0.56,5,0,7.9
297,0,13.89,0.56,7.22,0,8.47
298,0,11.11,-1.67,4.72,0,8.96
299,0,11.67,-1.67,5,0,9.02
300,0,10,1.11,5.56,0,8.56
301,0,11.11,-2.22,4.44,0,9.34
302,0,11.11,0.56,5.83,0,8.69
303,0,17.22,4.44,10.83,0,8.2
304,0,19.44,6.67,13.06,0,7.12
305,0.508,12.22,-1.67,5.28,0,6.91
306,0,10.56,-1.67,4.44,0,7.66
307,0,11.11,-1.67,4.72,0,7.18
308,0.762,9.44,-1.11,4.17,0,7.6
309,0,11.67,1.67,6.67,0,6.8
310,0,5.56,0,2.78,0,6.63
311,0,2.78,-6.11,-1.67,0,7.46
312,0,1.67,-4.44,-1.39,0,6.41
313,0,6.67,-2.22,2.22,0,6.86
314,0,5.56,-5,0.28,0,6.82
315,0.254,5,-2.78,1.11,0,7.08
316,0,11.67,5,8.33,0,6.8
317,0,11.11,-5,3.06,0,6.29
318,0,11.11,-1.67,4.72,0,6.38
319,0,6.67,-1.67,2.5,0,5.59
320,0,2.78,-5.56,-1.39,0,6.21
321,0,3.33,-2.78,0.28,0,6.37
322,0,1.67,-6.11,-2.22,0,6.1
323,0.254,3.89,-6.11,-1.11,0,5.82
324,0,5,-2.78,1.11,0,5.05
325,0,4.44,-1.67,1.39,0,6
326,0,2.22,-6.11,-1.94,0,6.18
327,0,-1.11,-10.56,-5.83,0,5.32
328,0,-1.11,-10,-5.56,0,5.64
329,0,2.22,-4.44,-1.11,0,5.82
330,0,4.44,-4.44,0,0,4.89
331,0,1.11,-12.22,-5.56,0,4.66
332,0,-3.89,-12.22,-8.06,0,5.6
333,0,-0.56,-12.78,-6.67,0,5.1
334,0,-6.67,-12.22,-9.44,0,5.03
335,0,-8.89,-16.11,-12.5,0,5.19
336,1.2192,-0.56,-11.11,-5.83,0,5.52
337,0,0,-13.33,-6.67,0,4.97
338,0,-8.89,-13.89,-11.39,0,5.19
339,0,-6.67,-13.33,-10,0,5.08
340,0,-7.22,-20.56,-13.89,0,5.38
341,0,-5,-20.56,-12.78,0,5.17
